user_id,first_topic,topic_cluster,contains_crisis_language,contains_relationship_topic,contains_school_topic,contains_loneliness_topic
u_000235,school_stress,school,False,False,True,False
u_000236,career,career,False,False,False,False
u_000237,motivation,self_improvement,False,False,False,False
u_000238,school_stress,school,False,False,True,False
u_000239,relationships,relationships,False,True,False,False
u_000240,motivation,self_improvement,False,False,False,False
u_000241,school_stress,school,False,False,True,False
u_000242,motivation,self_improvement,False,False,False,False
u_000243,relationships,relationships,False,True,False,False
u_000244,relationships,relationships,False,True,False,False
u_000245,relationships,relationships,False,True,False,False
u_000246,motivation,self_improvement,False,False,False,False
u_000247,school_stress,school,False,False,True,False
u_000248,family,relationships,False,True,False,False
u_000249,relationships,relationships,False,True,False,False
u_000250,school_stress,school,False,False,True,False
u_000251,school_stress,school,False,False,True,False
u_000252,career,career,False,False,False,False
u_000253,school_stress,school,False,False,True,False
u_000254,general_checkin,reflection,False,False,False,False
u_000255,relationships,relationships,False,True,False,False
u_000256,loneliness,emotional_support,False,False,False,True
u_000257,school_stress,school,False,False,True,False
u_000258,motivation,self_improvement,False,False,False,False
u_000259,general_checkin,reflection,False,False,False,False
u_000260,career,career,False,False,False,False
u_000261,motivation,self_improvement,False,False,False,False
u_000262,school_stress,school,False,False,True,False
u_000263,motivation,self_improvement,False,False,False,False
u_000264,general_checkin,reflection,False,False,False,False
u_000265,school_stress,school,False,False,True,False
u_000266,relationships,relationships,False,True,False,False
u_000267,loneliness,emotional_support,False,False,False,True
u_000268,school_stress,school,False,False,True,False
u_000269,family,relationships,False,True,False,False
u_000270,general_checkin,reflection,False,False,False,False
u_000271,motivation,self_improvement,False,False,False,False
u_000272,loneliness,emotional_support,False,False,False,True
u_000273,motivation,self_improvement,False,False,False,False
u_000274,relationships,relationships,False,True,False,False
u_000275,sleep,wellness,False,False,False,False
u_000276,relationships,relationships,False,True,False,False
u_000277,family,relationships,False,True,False,False
u_000278,motivation,self_improvement,False,False,False,False
u_000279,motivation,self_improvement,False,False,False,False
u_000280,relationships,relationships,False,True,False,False
u_000281,school_stress,school,False,False,True,False
u_000282,school_stress,school,False,False,True,False
u_000283,career,career,False,False,False,False
u_000284,loneliness,emotional_support,False,False,False,True
u_000285,loneliness,emotional_support,False,False,False,True
u_000286,relationships,relationships,False,True,False,False
u_000287,career,career,False,False,False,False
u_000288,relationships,relationships,False,True,False,False
u_000289,school_stress,school,False,False,True,False
u_000290,school_stress,school,False,False,True,False
u_000291,motivation,self_improvement,False,False,False,False
u_000292,career,career,False,False,False,False
u_000293,general_checkin,reflection,False,False,False,False
u_000294,sleep,wellness,False,False,False,False
u_000295,sleep,wellness,False,False,False,False
u_000296,motivation,self_improvement,False,False,False,False
u_000297,motivation,self_improvement,False,False,False,False
u_000298,school_stress,school,False,False,True,False
u_000299,school_stress,school,False,False,True,False
u_000300,school_stress,school,False,False,True,False
u_000301,sleep,wellness,False,False,False,False
u_000302,sleep,wellness,False,False,False,False
u_000303,motivation,self_improvement,False,False,False,False
u_000304,family,relationships,False,True,False,False
u_000305,school_stress,school,False,False,True,False
u_000306,career,career,False,False,False,False
u_000307,career,career,False,False,False,False
u_000308,school_stress,school,False,False,True,False
u_000309,career,career,False,False,False,False
u_000310,motivation,self_improvement,False,False,False,False
u_000311,relationships,relationships,False,True,False,False
u_000312,family,relationships,False,True,False,False
u_000313,relationships,relationships,False,True,False,False
u_000314,loneliness,emotional_support,False,False,False,True
u_000315,motivation,self_improvement,False,False,False,False
u_000316,sleep,wellness,False,False,False,False
u_000317,loneliness,emotional_support,False,False,False,True
u_000318,career,career,False,False,False,False
u_000319,career,career,False,False,False,False
u_000320,general_checkin,reflection,False,False,False,False
u_000321,school_stress,school,False,False,True,False
u_000322,career,career,False,False,False,False
u_000323,relationships,relationships,False,True,False,False
u_000324,motivation,self_improvement,False,False,False,False
u_000325,motivation,self_improvement,False,False,False,False
u_000326,general_checkin,reflection,False,False,False,False
u_000327,motivation,self_improvement,False,False,False,False
u_000328,relationships,relationships,False,True,False,False
u_000329,loneliness,emotional_support,False,False,False,True
u_000330,loneliness,emotional_support,False,False,False,True
u_000331,motivation,self_improvement,False,False,False,False
u_000332,school_stress,school,False,False,True,False
u_000333,sleep,wellness,False,False,False,False
u_000334,career,career,False,False,False,False
u_000335,school_stress,school,False,False,True,False
u_000336,relationships,relationships,False,True,False,False
u_000337,relationships,relationships,False,True,False,False
u_000338,motivation,self_improvement,False,False,False,False
u_000339,school_stress,school,False,False,True,False
u_000340,school_stress,school,False,False,True,False
u_000341,relationships,relationships,False,True,False,False
u_000342,career,career,False,False,False,False
u_000343,school_stress,school,False,False,True,False
u_000344,relationships,relationships,False,True,False,False
u_000345,school_stress,school,False,False,True,False
u_000346,relationships,relationships,False,True,False,False
u_000347,relationships,relationships,False,True,False,False
u_000348,school_stress,school,False,False,True,False
u_000349,school_stress,school,False,False,True,False
u_000350,general_checkin,reflection,False,False,False,False
u_000351,loneliness,emotional_support,False,False,False,True
u_000352,general_checkin,reflection,False,False,False,False
u_000353,career,career,False,False,False,False
u_000354,sleep,wellness,False,False,False,False
u_000355,loneliness,emotional_support,False,False,False,True
u_000356,school_stress,school,False,False,True,False
u_000357,loneliness,emotional_support,False,False,False,True
u_000358,loneliness,emotional_support,False,False,False,True
u_000359,relationships,relationships,False,True,False,False
u_000360,relationships,relationships,False,True,False,False
u_000361,general_checkin,reflection,False,False,False,False
u_000362,school_stress,school,False,False,True,False
u_000363,loneliness,emotional_support,False,False,False,True
u_000364,relationships,relationships,False,True,False,False
u_000365,general_checkin,reflection,False,False,False,False
u_000366,relationships,relationships,False,True,False,False
u_000367,school_stress,school,False,False,True,False
u_000368,loneliness,emotional_support,False,False,False,True
u_000369,motivation,self_improvement,False,False,False,False
u_000370,loneliness,emotional_support,False,False,False,True
u_000371,motivation,self_improvement,False,False,False,False
u_000372,school_stress,school,False,False,True,False
u_000373,relationships,relationships,False,True,False,False
u_000374,motivation,self_improvement,False,False,False,False
u_000375,motivation,self_improvement,False,False,False,False
u_000376,sleep,wellness,False,False,False,False
u_000377,career,career,False,False,False,False
u_000378,general_checkin,reflection,False,False,False,False
u_000379,relationships,relationships,False,True,False,False
u_000380,school_stress,school,False,False,True,False
u_000381,motivation,self_improvement,False,False,False,False
u_000382,loneliness,emotional_support,False,False,False,True
u_000383,loneliness,emotional_support,False,False,False,True
u_000384,school_stress,school,False,False,True,False
u_000385,school_stress,school,False,False,True,False
u_000386,general_checkin,reflection,False,False,False,False
u_000387,loneliness,emotional_support,False,False,False,True
u_000388,school_stress,school,False,False,True,False
u_000389,loneliness,emotional_support,False,False,False,True
u_000390,loneliness,emotional_support,False,False,False,True
u_000391,relationships,relationships,False,True,False,False
u_000392,loneliness,emotional_support,False,False,False,True
u_000393,family,relationships,False,True,False,False
u_000394,motivation,self_improvement,False,False,False,False
u_000395,school_stress,school,False,False,True,False
u_000396,motivation,self_improvement,False,False,False,False
u_000397,career,career,False,False,False,False
u_000398,loneliness,emotional_support,False,False,False,True
u_000399,career,career,False,False,False,False
u_000400,motivation,self_improvement,False,False,False,False
u_000401,school_stress,school,False,False,True,False
u_000402,relationships,relationships,False,True,False,False
u_000403,family,relationships,False,True,False,False
u_000404,relationships,relationships,False,True,False,False
u_000405,school_stress,school,False,False,True,False
u_000406,motivation,self_improvement,False,False,False,False
u_000407,sleep,wellness,False,False,False,False
u_000408,motivation,self_improvement,False,False,False,False
u_000409,relationships,relationships,False,True,False,False
u_000410,general_checkin,reflection,False,False,False,False
u_000411,motivation,self_improvement,False,False,False,False
u_000412,school_stress,school,False,False,True,False
u_000413,school_stress,school,False,False,True,False
u_000414,general_checkin,reflection,False,False,False,False
u_000415,family,relationships,False,True,False,False
u_000416,sleep,wellness,False,False,False,False
u_000417,sleep,wellness,False,False,False,False
u_000418,relationships,relationships,False,True,False,False
u_000419,motivation,self_improvement,False,False,False,False
u_000420,motivation,self_improvement,False,False,False,False
u_000421,loneliness,emotional_support,True,False,False,True
u_000422,motivation,self_improvement,False,False,False,False
u_000423,motivation,self_improvement,False,False,False,False
u_000424,school_stress,school,False,False,True,False
u_000425,relationships,relationships,False,True,False,False
u_000426,motivation,self_improvement,False,False,False,False
u_000427,motivation,self_improvement,False,False,False,False
u_000428,school_stress,school,False,False,True,False
u_000429,school_stress,school,False,False,True,False
u_000430,school_stress,school,False,False,True,False
u_000431,career,career,False,False,False,False
u_000432,school_stress,school,False,False,True,False
u_000433,school_stress,school,False,False,True,False
u_000434,motivation,self_improvement,False,False,False,False
u_000435,motivation,self_improvement,False,False,False,False
u_000436,relationships,relationships,False,True,False,False
u_000437,school_stress,school,False,False,True,False
u_000438,school_stress,school,False,False,True,False
u_000439,school_stress,school,False,False,True,False
u_000440,loneliness,emotional_support,False,False,False,True
u_000441,career,career,False,False,False,False
u_000442,relationships,relationships,False,True,False,False
u_000443,general_checkin,reflection,False,False,False,False
u_000444,relationships,relationships,False,True,False,False
u_000445,school_stress,school,False,False,True,False
u_000446,loneliness,emotional_support,False,False,False,True
u_000447,motivation,self_improvement,False,False,False,False
u_000448,relationships,relationships,False,True,False,False
u_000449,general_checkin,reflection,False,False,False,False
u_000450,sleep,wellness,False,False,False,False
u_000451,relationships,relationships,False,True,False,False
u_000452,sleep,wellness,False,False,False,False
u_000453,relationships,relationships,False,True,False,False
u_000454,sleep,wellness,False,False,False,False
u_000455,career,career,False,False,False,False
u_000456,motivation,self_improvement,False,False,False,False
u_000457,general_checkin,reflection,False,False,False,False
u_000458,motivation,self_improvement,False,False,False,False
u_000459,sleep,wellness,False,False,False,False
u_000460,relationships,relationships,False,True,False,False
u_000461,career,career,False,False,False,False
u_000462,general_checkin,reflection,False,False,False,False
u_000463,school_stress,school,False,False,True,False
u_000464,loneliness,emotional_support,False,False,False,True
u_000465,career,career,False,False,False,False
u_000466,relationships,relationships,False,True,False,False
u_000467,relationships,relationships,False,True,False,False
u_000468,school_stress,school,False,False,True,False
u_000469,loneliness,emotional_support,False,False,False,True
u_000470,relationships,relationships,False,True,False,False
u_000471,school_stress,school,False,False,True,False
u_000472,general_checkin,reflection,False,False,False,False
u_000473,motivation,self_improvement,False,False,False,False
u_000474,relationships,relationships,False,True,False,False
u_000475,loneliness,emotional_support,False,False,False,True
u_000476,motivation,self_improvement,False,False,False,False
u_000477,general_checkin,reflection,False,False,False,False
u_000478,motivation,self_improvement,False,False,False,False
u_000479,career,career,False,False,False,False
u_000480,general_checkin,reflection,False,False,False,False
u_000481,relationships,relationships,False,True,False,False
u_000482,career,career,False,False,False,False
u_000483,career,career,False,False,False,False
u_000484,relationships,relationships,False,True,False,False
u_000485,relationships,relationships,False,True,False,False
u_000486,motivation,self_improvement,False,False,False,False
u_000487,school_stress,school,False,False,True,False
u_000488,relationships,relationships,False,True,False,False
u_000489,general_checkin,reflection,False,False,False,False
u_000490,relationships,relationships,False,True,False,False
u_000491,relationships,relationships,False,True,False,False
u_000492,school_stress,school,False,False,True,False
u_000493,loneliness,emotional_support,False,False,False,True
u_000494,sleep,wellness,False,False,False,False
u_000495,school_stress,school,False,False,True,False
u_000496,school_stress,school,False,False,True,False
u_000497,general_checkin,reflection,False,False,False,False
u_000498,general_checkin,reflection,False,False,False,False
u_000499,career,career,False,False,False,False
u_000500,career,career,False,False,False,False
u_000501,school_stress,school,False,False,True,False
u_000502,school_stress,school,False,False,True,False
u_000503,relationships,relationships,False,True,False,False
u_000504,motivation,self_improvement,False,False,False,False
u_000505,family,relationships,False,True,False,False
u_000506,loneliness,emotional_support,False,False,False,True
u_000507,career,career,False,False,False,False
u_000508,career,career,False,False,False,False
u_000509,general_checkin,reflection,False,False,False,False
u_000510,relationships,relationships,False,True,False,False
u_000511,motivation,self_improvement,False,False,False,False
u_000512,school_stress,school,False,False,True,False
u_000513,relationships,relationships,False,True,False,False
u_000514,loneliness,emotional_support,False,False,False,True
u_000515,relationships,relationships,False,True,False,False
u_000516,school_stress,school,False,False,True,False
u_000517,career,career,False,False,False,False
u_000518,school_stress,school,False,False,True,False
u_000519,school_stress,school,False,False,True,False
u_000520,school_stress,school,False,False,True,False
u_000521,school_stress,school,False,False,True,False
u_000522,career,career,False,False,False,False
u_000523,loneliness,emotional_support,False,False,False,True
u_000524,loneliness,emotional_support,False,False,False,True
u_000525,career,career,False,False,False,False
u_000526,school_stress,school,False,False,True,False
u_000527,family,relationships,False,True,False,False
u_000528,relationships,relationships,False,True,False,False
u_000529,relationships,relationships,False,True,False,False
u_000530,relationships,relationships,True,True,False,False
u_000531,school_stress,school,False,False,True,False
u_000532,general_checkin,reflection,False,False,False,False
u_000533,general_checkin,reflection,False,False,False,False
u_000534,loneliness,emotional_support,False,False,False,True
u_000535,relationships,relationships,False,True,False,False
u_000536,sleep,wellness,False,False,False,False
u_000537,family,relationships,False,True,False,False
u_000538,school_stress,school,False,False,True,False
u_000539,school_stress,school,False,False,True,False
u_000540,career,career,False,False,False,False
u_000541,general_checkin,reflection,False,False,False,False
u_000542,family,relationships,False,True,False,False
u_000543,school_stress,school,False,False,True,False
u_000544,career,career,False,False,False,False
u_000545,general_checkin,reflection,False,False,False,False
u_000546,relationships,relationships,False,True,False,False
u_000547,school_stress,school,False,False,True,False
u_000548,career,career,False,False,False,False
u_000549,school_stress,school,False,False,True,False
u_000550,relationships,relationships,False,True,False,False
u_000551,loneliness,emotional_support,False,False,False,True
u_000552,school_stress,school,False,False,True,False
u_000553,relationships,relationships,False,True,False,False
u_000554,relationships,relationships,False,True,False,False
u_000555,relationships,relationships,False,True,False,False
u_000556,relationships,relationships,False,True,False,False
u_000557,relationships,relationships,False,True,False,False
u_000558,relationships,relationships,False,True,False,False
u_000559,sleep,wellness,False,False,False,False
u_000560,general_checkin,reflection,False,False,False,False
u_000561,school_stress,school,False,False,True,False
u_000562,general_checkin,reflection,False,False,False,False
u_000563,general_checkin,reflection,False,False,False,False
u_000564,general_checkin,reflection,False,False,False,False
u_000565,career,career,False,False,False,False
u_000566,school_stress,school,False,False,True,False
u_000567,relationships,relationships,False,True,False,False
u_000568,motivation,self_improvement,False,False,False,False
u_000569,school_stress,school,False,False,True,False
u_000570,motivation,self_improvement,False,False,False,False
u_000571,family,relationships,False,True,False,False
u_000572,relationships,relationships,False,True,False,False
u_000573,loneliness,emotional_support,False,False,False,True
u_000574,sleep,wellness,False,False,False,False
u_000575,school_stress,school,False,False,True,False
u_000576,relationships,relationships,False,True,False,False
u_000577,relationships,relationships,False,True,False,False
u_000578,motivation,self_improvement,False,False,False,False
u_000579,school_stress,school,False,False,True,False
u_000580,loneliness,emotional_support,False,False,False,True
u_000581,school_stress,school,False,False,True,False
u_000582,general_checkin,reflection,False,False,False,False
u_000583,career,career,False,False,False,False
u_000584,family,relationships,False,True,False,False
u_000585,family,relationships,False,True,False,False
u_000586,loneliness,emotional_support,True,False,False,True
u_000587,general_checkin,reflection,False,False,False,False
u_000588,school_stress,school,False,False,True,False
u_000589,motivation,self_improvement,False,False,False,False
u_000590,career,career,False,False,False,False
u_000591,school_stress,school,False,False,True,False
u_000592,career,career,False,False,False,False
u_000593,school_stress,school,False,False,True,False
u_000594,motivation,self_improvement,False,False,False,False
u_000595,relationships,relationships,False,True,False,False
u_000596,relationships,relationships,False,True,False,False
u_000597,motivation,self_improvement,False,False,False,False
u_000598,school_stress,school,False,False,True,False
u_000599,relationships,relationships,False,True,False,False
u_000600,school_stress,school,False,False,True,False
u_000601,general_checkin,reflection,False,False,False,False
u_000602,family,relationships,False,True,False,False
u_000603,school_stress,school,False,False,True,False
u_000604,school_stress,school,False,False,True,False
u_000605,career,career,False,False,False,False
u_000606,family,relationships,False,True,False,False
u_000607,general_checkin,reflection,False,False,False,False
u_000608,career,career,False,False,False,False
u_000609,school_stress,school,False,False,True,False
u_000610,sleep,wellness,False,False,False,False
u_000611,relationships,relationships,False,True,False,False
u_000612,relationships,relationships,False,True,False,False
u_000613,school_stress,school,False,False,True,False
u_000614,loneliness,emotional_support,False,False,False,True
u_000615,relationships,relationships,False,True,False,False
u_000616,school_stress,school,False,False,True,False
u_000617,loneliness,emotional_support,False,False,False,True
u_000618,career,career,False,False,False,False
u_000619,family,relationships,False,True,False,False
u_000620,career,career,False,False,False,False
u_000621,sleep,wellness,False,False,False,False
u_000622,school_stress,school,False,False,True,False
u_000623,school_stress,school,False,False,True,False
u_000624,school_stress,school,False,False,True,False
u_000625,relationships,relationships,False,True,False,False
u_000626,relationships,relationships,False,True,False,False
u_000627,sleep,wellness,False,False,False,False
u_000628,relationships,relationships,False,True,False,False
u_000629,school_stress,school,False,False,True,False
u_000630,relationships,relationships,False,True,False,False
u_000631,loneliness,emotional_support,True,False,False,True
u_000632,general_checkin,reflection,False,False,False,False
u_000633,general_checkin,reflection,False,False,False,False
u_000634,relationships,relationships,False,True,False,False
u_000635,school_stress,school,False,False,True,False
u_000636,motivation,self_improvement,False,False,False,False
u_000637,school_stress,school,False,False,True,False
u_000638,loneliness,emotional_support,False,False,False,True
u_000639,motivation,self_improvement,False,False,False,False
u_000640,family,relationships,False,True,False,False
u_000641,sleep,wellness,False,False,False,False
u_000642,career,career,False,False,False,False
u_000643,career,career,False,False,False,False
u_000644,general_checkin,reflection,False,False,False,False
u_000645,motivation,self_improvement,False,False,False,False
u_000646,motivation,self_improvement,False,False,False,False
u_000647,relationships,relationships,False,True,False,False
u_000648,general_checkin,reflection,False,False,False,False
u_000649,family,relationships,False,True,False,False
u_000650,relationships,relationships,False,True,False,False
u_000651,motivation,self_improvement,False,False,False,False
u_000652,loneliness,emotional_support,False,False,False,True
u_000653,general_checkin,reflection,False,False,False,False
u_000654,motivation,self_improvement,False,False,False,False
u_000655,career,career,False,False,False,False
u_000656,general_checkin,reflection,False,False,False,False
u_000657,general_checkin,reflection,False,False,False,False
u_000658,school_stress,school,False,False,True,False
